font,MJ文字図形名,対応するUCS,総画数(参考),読み(参考),バージョン
柳󠄂,MJ013798,U+67F3,9,リュウ・ル・やなぎ,Ver.006.01
柴,MJ013799,U+67F4,9,サイ・ゼ・ジャ・サ・シ・しば,Ver.006.01
柵,MJ013800,U+67F5,9,サク・シャク・サン・セン・セキ・しがらみ・とりで,Ver.006.01
柶,MJ013801,U+67F6,9,シ,Ver.006.01
柷,MJ013802,U+67F7,9,シュク,Ver.006.01
柸,MJ013803,U+67F8,9,ハイ・ヘ,Ver.006.01
柹,MJ013804,U+67F9,9,シ・ジ・かき,Ver.006.01
柺,MJ013806,U+67FA,9,カイ・カ・ケ・ダイ・タイ・つえ,Ver.006.01
柺󠄁,MJ013807,U+67FA,9,カイ・カ,Ver.006.01
査,MJ013808,U+67FB,9,サ・シャ・ゼ・サイ・しらべる,Ver.006.01
柼,MJ013809,U+67FC,9,オウ・ヨウ,Ver.006.01
柽,MJ013811,U+67FD,9,ケツ,Ver.006.01
柾,MJ013812,U+67FE,9,キュウ・まさ,Ver.006.01
柿,MJ013813,U+67FF,9,シ・かき,Ver.006.01
栀,MJ013814,U+6800,9,シ・くちなし,Ver.006.01
栁,MJ013815,U+6801,9,リュウ・やなぎ,Ver.006.01
栁󠄃,MJ013816,U+6801,9,リュウ,Ver.006.01
栂,MJ013817,U+6802,9,つが・とが,Ver.006.01
栃,MJ013818,U+6803,9,とち,Ver.006.01
栃󠄂,MJ013819,U+6803,9,とち,Ver.006.01
栄,MJ013820,U+6804,9,エイ・ヨウ・さかえる・はえ・はえる,Ver.006.01
栅,MJ013821,U+6805,9,サク・しがらみ・やらい,Ver.006.01
栐,MJ013823,U+6810,9,エイ・ヨウ,Ver.006.01
栒,MJ013825,U+6812,10,シュン,Ver.006.01
栓󠄃,MJ013826,U+6813,10,セン・サン,Ver.006.01
栓,MJ013827,U+6813,10,セン・サン,Ver.006.01
栔,MJ013828,U+6814,10,ケイ・ケツ・ケチ,Ver.006.01
栔󠄂,MJ013829,U+6814,10,ケイ・ケツ・ケチ・きざむ,Ver.006.01
栕,MJ013831,U+6815,10,シン,Ver.006.01
栖,MJ013832,U+6816,10,セイ・サイ・すむ,Ver.006.01
栖󠄂,MJ013833,U+6816,10,サイ・セイ・リツ・リチ・レツ・レチ,Ver.006.01
栗,MJ013834,U+6817,10,リツ・リチ・レツ・レチ・くり,Ver.006.01
栘,MJ013835,U+6818,10,イ・ザイ・ゲイ・セイ・ケイ・サイ・エ,Ver.006.01
栙,MJ013836,U+6819,10,コウ・ゴウ,Ver.006.01
栚,MJ013837,U+681A,10,チン・ジン,Ver.006.01
栛,MJ013838,U+681B,10,レイ・ライ,Ver.006.01
栜,MJ013839,U+681C,10,サク・シャク・セキ・チャク・シ・テキ,Ver.006.01
栝,MJ013840,U+681D,10,カツ・ケ・カチ・カイ・テン・びゃくしん,Ver.006.01
栝󠄂,MJ013841,U+681D,10,テン,Ver.006.01
栞,MJ013842,U+681E,10,カン・ケン・しおり,Ver.006.01
栟,MJ013843,U+681F,10,ヘイ,Ver.006.01
栟󠄃,MJ013844,U+681F,12,ヘイ・ヘン・ヒン・ビン・ヒョウ,Ver.006.01
栠,MJ013845,U+6820,10,ジン・ニン,Ver.006.01
校,MJ013846,U+6821,10,コウ・キョウ・ギョウ・くらべる,Ver.006.01
校󠄃,MJ013847,U+6821,10,コウ・くらべる,Ver.006.01
栢,MJ013848,U+6822,10,ハク・かしわ,Ver.006.01
栣,MJ013849,U+6823,10,ジン,Ver.006.01
栤,MJ013850,U+6824,10,ヒョウ・ビョウ,Ver.006.01
栥󠄀,MJ013851,U+6825,10,シ,Ver.006.01
栥,MJ013852,U+6825,10,シ・とがた,Ver.006.01
栦,MJ013853,U+6826,10,シュウ・ジュウ,Ver.006.01
栧,MJ013854,U+6827,10,エイ・かい,Ver.006.01
栨,MJ013855,U+6828,10,セツ・セチ・シ,Ver.006.01
栩,MJ013856,U+6829,10,ク・チョ・ウ・くぬぎ,Ver.006.01
栩󠄂,MJ013857,U+6829,10,ク・チョ・ウ・くぬぎ,Ver.006.01
株,MJ013858,U+682A,10,チュ・シュ・かぶ,Ver.006.01
栫,MJ013859,U+682B,10,セン・ソン,Ver.006.01
栬,MJ013860,U+682C,10,セ・セイ・もみじ,Ver.006.01
栭,MJ013861,U+682D,10,ジ・ニ・ますがた,Ver.006.01
栮,MJ013862,U+682E,10,ジ・ニ・きくらげ,Ver.006.01
栯,MJ013863,U+682F,10,ウ・イク・ユウ,Ver.006.01
栰,MJ013864,U+6830,10,ボチ・バツ・ハツ・いかだ,Ver.006.01
栱,MJ013865,U+6831,10,キョウ・ク・ますがた,Ver.006.01
栲,MJ013866,U+6832,10,コウ・たえ,Ver.006.01
栲󠄂,MJ013867,U+6832,10,コウ・たえ,Ver.006.01
栳,MJ013868,U+6833,10,ロウ,Ver.006.01
栴,MJ013869,U+6834,10,セン,Ver.006.01
栴󠄂,MJ013870,U+6834,10,セン,Ver.006.01
栵,MJ013871,U+6835,10,レチ・ライ・レツ・レイ,Ver.006.01
栶,MJ013872,U+6836,10,イン,Ver.006.01
样,MJ013873,U+6837,10,ヨウ・ショウ・ゾウ・ソウ,Ver.006.01
核,MJ013874,U+6838,10,カク・カイ・コツ・ギャク・ゴク・ゴチ・さね,Ver.006.01
核󠄂,MJ013875,U+6838,10,カク・さね,Ver.006.01
根,MJ013876,U+6839,10,コン・ね・ねざす,Ver.006.01
栺,MJ013877,U+683A,10,ケイ・ゲイ・シ,Ver.006.01
栻,MJ013878,U+683B,10,ショク・チョク・チキ・シキ,Ver.006.01
格,MJ013879,U+683C,10,カク・コウ・キャク・ラク・いたる・ただす,Ver.006.01
栽,MJ013880,U+683D,10,サイ・ザイ・うえる,Ver.006.01
栾,MJ013881,U+683E,10,ラン・ひじき,Ver.006.01
栿,MJ013882,U+683F,10,フク・ブク,Ver.006.01
桀󠄂,MJ013883,U+6840,10,ケツ・ゲチ・ケチ,Ver.006.01
桀,MJ013884,U+6840,11,ケツ・ケチ・ゲチ,Ver.006.01
桀󠄃,MJ013885,U+6840,11,ケツ,Ver.006.01
桁,MJ013886,U+6841,10,コウ・ギョウ・ゴウ・けた,Ver.006.01
桂,MJ013887,U+6842,10,ケイ・ケ・かつら,Ver.006.01
桃,MJ013888,U+6843,10,トウ・チョウ・ショ・ジョ・ジョウ・もも,Ver.006.01
桄,MJ013889,U+6844,10,コウ・たがやさん・みちる・よこぎ,Ver.006.01
桅,MJ013890,U+6845,10,キ・ガイ・ゲ・ほばしら,Ver.006.01
桅󠄂,MJ013891,U+6845,10,ほばしら,Ver.006.01
框,MJ013892,U+6846,10,コウ・キョウ・かまち,Ver.006.01
桇,MJ013893,U+6847,10,ジョ・ニョ,Ver.006.01
案,MJ013894,U+6848,10,アン・つくえ・あんず,Ver.006.01
桉,MJ013895,U+6849,10,アン・つくえ,Ver.006.01
桊,MJ013896,U+684A,10,ケン,Ver.006.01
桋,MJ013897,U+684B,10,イ・テイ・ダイ,Ver.006.01
桌,MJ013898,U+684C,10,タク・チョク・つくえ,Ver.006.01
桍,MJ013899,U+684D,10,コ・ク,Ver.006.01
桎,MJ013900,U+684E,10,シツ・シチ・チ・あしかせ,Ver.006.01
桏,MJ013901,U+684F,10,キョウ・グ,Ver.006.01
桐,MJ013902,U+6850,10,トウ・ドウ・ズ・きり,Ver.006.01
桑,MJ013903,U+6851,10,ソウ・くわ,Ver.006.01
桒,MJ013904,U+6852,9,ソウ・くわ,Ver.006.01
桒󠄃,MJ013905,U+6852,9,ソウ・くわ,Ver.006.01
桒󠄅,MJ013906,U+6852,9,ソウ・くわ,Ver.006.01
桒󠄄,MJ013907,U+6852,10,ソウ・くわ,Ver.006.01
桓,MJ013908,U+6853,10,カン・ガン,Ver.006.01
桔,MJ013909,U+6854,10,キツ・ケツ・ケチ・ゲチ,Ver.006.01
桕,MJ013910,U+6855,10,キュウ,Ver.006.01
桖,MJ013912,U+6856,10,ケツ,Ver.006.01
桗,MJ013913,U+6857,10,タ,Ver.006.01
桘,MJ013914,U+6858,10,ツイ,Ver.006.01
桙,MJ013915,U+6859,10,ム・ウ,Ver.006.01
桛,MJ013916,U+685B,10,かせ,Ver.006.01
桜,MJ013917,U+685C,10,オウ・ヨウ・さくら,Ver.006.01
桝󠄄,MJ013918,U+685D,10,ます,Ver.006.01
桝,MJ013919,U+685D,11,ます,Ver.006.01
桝󠄅,MJ013920,U+685D,11,ます,Ver.006.01
桟,MJ013921,U+685F,10,サン・セン・シン・かけはし・たな,Ver.006.01
档,MJ013923,U+6863,10,トウ,Ver.006.01
桧,MJ013926,U+6867,10,カイ・ひのき・ひ,Ver.006.01
桫,MJ013927,U+686B,11,サ,Ver.006.01
桬,MJ013928,U+686C,11,サ・シャ,Ver.006.01
桭,MJ013929,U+686D,11,シン,Ver.006.01
桮,MJ013930,U+686E,11,ヘ・ハイ・さかずき,Ver.006.01
桯,MJ013931,U+686F,11,エイ・テイ・ケイ・チョウ・ギョウ・ヨウ,Ver.006.01
桰,MJ013933,U+6870,11,カツ・カチ,Ver.006.01
桱,MJ013934,U+6871,11,ケイ・キョウ,Ver.006.01
桲,MJ013935,U+6872,11,ホツ・ボチ,Ver.006.01
桳,MJ013936,U+6873,11,ホン・ボン,Ver.006.01
桴,MJ013937,U+6874,11,フ・ブ・フウ・いかだ・ばち,Ver.006.01
桴󠄂,MJ013938,U+6874,11,フ・いかだ・ばち,Ver.006.01
桵,MJ013939,U+6875,11,ズイ・ニ,Ver.006.01
桵󠄂,MJ013940,U+6875,11,ズイ・ニ,Ver.006.01
桶,MJ013941,U+6876,11,トウ・ツ・ツウ・ヨウ・ユ・おけ,Ver.006.01
桷,MJ013942,U+6877,11,カク・たるき・ずみ,Ver.006.01
桸,MJ013943,U+6878,11,キ・ケ,Ver.006.01
桹,MJ013944,U+6879,11,ロウ,Ver.006.01
桺,MJ013945,U+687A,11,リュウ・やなぎ,Ver.006.01
桻,MJ013948,U+687B,11,ホウ・フ,Ver.006.01
桼,MJ013949,U+687C,11,シツ・シチ・うるし,Ver.006.01
桽,MJ013950,U+687D,11,オン,Ver.006.01
桾,MJ013951,U+687E,11,クン,Ver.006.01
桿,MJ013952,U+687F,11,カン・ガン,Ver.006.01
梀,MJ013953,U+6880,11,ソク・ショク・チョク・チク・イン・オン,Ver.006.01
梁,MJ013954,U+6881,11,リョウ・ロウ・うつばり・はし・はり・やな,Ver.006.01
梂,MJ013956,U+6882,11,キュウ・グ・キョク・コク・キク,Ver.006.01
梃,MJ013957,U+6883,11,チョウ・テイ・ジョウ・つえ・てこ,Ver.006.01
梃󠄂,MJ013958,U+6883,11,チョウ・テイ・つえ,Ver.006.01
梄,MJ013959,U+6884,11,ユウ,Ver.006.01
梅,MJ013961,U+6885,10,バイ・メ・うめ,Ver.006.01
梆,MJ013962,U+6886,11,ホウ,Ver.006.01
梆󠄂,MJ013963,U+6886,11,ホウ,Ver.006.01
梇,MJ013964,U+6887,11,ロウ・ル,Ver.006.01
梈,MJ013965,U+6888,11,ホウ・ヒョウ,Ver.006.01
梉,MJ013966,U+6889,11,ソウ・ショウ,Ver.006.01
梊,MJ013968,U+688A,11,テツ・デチ・テイ・タイ,Ver.006.01
梋,MJ013969,U+688B,11,ケン・セン・ゼン・ゲイ・ゲ・エン,Ver.006.01
梌,MJ013970,U+688C,11,ト・ズ・タ・デ・ユ,Ver.006.01
梍,MJ013971,U+688D,11,オウ・ソウ・ゾウ,Ver.006.01
梎,MJ013972,U+688E,11,オウ・ヨウ・ユウ・ユ,Ver.006.01
梏,MJ013973,U+688F,11,コク・キョク・カク・てかせ,Ver.006.01
梏󠄂,MJ013974,U+688F,11,コク・てかせ,Ver.006.01
梐,MJ013975,U+6890,11,ヘイ・ベイ・こまよけ・ひとや,Ver.006.01
梑,MJ013976,U+6891,11,テキ・ジャク,Ver.006.01
梒,MJ013977,U+6892,11,カン・ゴン,Ver.006.01
梓,MJ013978,U+6893,11,シ・あずさ,Ver.006.01
梔,MJ013979,U+6894,11,シ・くちなし,Ver.006.01
梕,MJ013980,U+6895,11,ジン,Ver.006.01
梖,MJ013981,U+6896,11,バイ・ハイ,Ver.006.01
梗,MJ013982,U+6897,11,コウ・キョウ,Ver.006.01
梗󠄃,MJ013983,U+6897,11,コウ・キョウ,Ver.006.01
梘,MJ013984,U+6898,11,カン・ケン,Ver.006.01
梙,MJ013985,U+6899,11,カン,Ver.006.01
梚,MJ013986,U+689A,11,バン・マン,Ver.006.01
梛󠄃,MJ013988,U+689B,11,ダ・ナ・なぎ,Ver.006.01
梛,MJ013989,U+689B,11,ダ・ナ・なぎ,Ver.006.01
梜,MJ013990,U+689C,11,キョウ・コウ・はし,Ver.006.01
條,MJ013991,U+689D,11,ジョウ・チョウ・テキ・ジャク・すじ,Ver.006.01
梞,MJ013992,U+689E,11,キ,Ver.006.01
梟,MJ013993,U+689F,11,キョウ・ふくろう,Ver.006.01
梟󠄂,MJ013994,U+689F,11,キョウ・ふくろう,Ver.006.01
梠,MJ013995,U+68A0,11,リョ・ロ,Ver.006.01
梡,MJ013996,U+68A1,11,カン・ガン・コン・ゴン,Ver.006.01
梢󠄃,MJ013997,U+68A2,11,ショウ・ソウ・サク・こずえ,Ver.006.01
梢,MJ013998,U+68A2,11,ショウ・ソウ・こずえ,Ver.006.01
梣,MJ013999,U+68A3,11,シン・とねりこ,Ver.006.01
梤,MJ014000,U+68A4,11,フン・ブン,Ver.006.01
梥,MJ014001,U+68A5,11,ショウ,Ver.006.01
梥󠄂,MJ014002,U+68A5,11,ショウ,Ver.006.01
梦,MJ014005,U+68A6,11,ム・ボウ・ゆめ,Ver.006.01
梧,MJ014006,U+68A7,11,ゴ・ギョ・あおぎり,Ver.006.01
梨,MJ014007,U+68A8,11,リ・レイ・ライ・なし,Ver.006.01
梩,MJ014008,U+68A9,11,リ・シ・ジ・サイ・タイ・キ・カイ・ガイ,Ver.006.01
梪,MJ014009,U+68AA,11,トウ・ズ,Ver.006.01
梫,MJ014010,U+68AB,11,シン,Ver.006.01
梬,MJ014011,U+68AC,11,エイ・ヨウ・テイ・チョウ,Ver.006.01
梭󠄂,MJ014012,U+68AD,11,サ・ジュン・シュン・セン・ひ,Ver.006.01
梭,MJ014013,U+68AD,11,サ・シュン・セン・ジュン・ひ,Ver.006.01
梮,MJ014014,U+68AE,11,コク・キョク・キク・かんじき,Ver.006.01
梯,MJ014015,U+68AF,11,テイ・タイ・ダイ・はしご,Ver.006.01
械,MJ014016,U+68B0,11,カイ・ガイ・かせ,Ver.006.01
梱,MJ014017,U+68B1,11,コン・ゴン・こり・しきみ・こうり,Ver.006.01
梲,MJ014018,U+68B2,11,セツ・タツ・セチ・タチ・トチ・トツ・エイ・うだち・つえ・うだつ,Ver.006.01
梳,MJ014019,U+68B3,11,ソ・ショ・シュク・くしけずる・すく・とく・くし,Ver.006.01
梴,MJ014020,U+68B4,11,テン・セン・レン,Ver.006.01
梵,MJ014021,U+68B5,11,ボン・フウ・ブ・ハン,Ver.006.01
梵󠄂,MJ014022,U+68B5,11,ボン・フウ・ブ・ハン,Ver.006.01
梶,MJ014023,U+68B6,11,ビ・ミ・かじ,Ver.006.01
梷,MJ014024,U+68B7,11,セイ・ジョウ,Ver.006.01
梸,MJ014025,U+68B8,11,リ,Ver.006.01
梹,MJ014026,U+68B9,11,ビン・ヒン,Ver.006.01
梺,MJ014027,U+68BA,11,ふもと,Ver.006.01
梻,MJ014028,U+68BB,11,しきみ,Ver.006.01
梼,MJ014029,U+68BC,11,トウ・チュウ・ジュ・ドウ,Ver.006.01
棁,MJ014030,U+68C1,11,セツ・タツ・エツ・タチ・トツ・うだち・つえ,Ver.006.01
棃,MJ014031,U+68C3,12,リ・なし,Ver.006.01
棄,MJ014032,U+68C4,13,キ・すてる,Ver.006.01
棄󠄂,MJ014033,U+68C4,12,キ・すてる,Ver.006.01
棅,MJ014034,U+68C5,12,ヒョウ・ヘイ・え,Ver.006.01
棆,MJ014035,U+68C6,12,リン・チュン,Ver.006.01
棇,MJ014036,U+68C7,12,ソウ・ス,Ver.006.01
棈,MJ014037,U+68C8,12,セン・セイ・ショウ,Ver.006.01
棈󠄃,MJ014038,U+68C8,12,セン・セイ・ショウ,Ver.006.01
棉,MJ014039,U+68C9,12,メン・ベン・わた,Ver.006.01
棊,MJ014040,U+68CA,12,キ・ギ,Ver.006.01
棋,MJ014041,U+68CB,12,キ・ギ・ゴ,Ver.006.01
棌,MJ014042,U+68CC,12,サイ,Ver.006.01
棍,MJ014044,U+68CD,12,コン・ゴン,Ver.006.01
棎,MJ014045,U+68CE,12,セン・ゼン,Ver.006.01
棏,MJ014046,U+68CF,12,トク・タク,Ver.006.01
棏󠄂,MJ014047,U+68CF,12,トク・タク,Ver.006.01
棐,MJ014048,U+68D0,12,ヒ・ビ・うすい・たすける,Ver.006.01
棑,MJ014050,U+68D1,12,ベ・ハイ・バイ,Ver.006.01
棒,MJ014051,U+68D2,12,ボウ・ホウ,Ver.006.01
棓,MJ014052,U+68D3,12,ホウ・ボウ・フ・ハイ・バイ,Ver.006.01
棔,MJ014053,U+68D4,12,コン,Ver.006.01
棕,MJ014054,U+68D5,12,シュ・ソウ,Ver.006.01
棖,MJ014055,U+68D6,12,トウ・ジョウ・チョウ・ふれる・ほこだて・ほうだて,Ver.006.01
棗,MJ014056,U+68D7,12,ソウ・なつめ,Ver.006.01
棘,MJ014057,U+68D8,12,キョク・コキ・キ・いばら・とげ,Ver.006.01
棙,MJ014058,U+68D9,12,レイ・ライ・レツ・レチ・ばち,Ver.006.01
棚󠄃,MJ014059,U+68DA,12,ホウ・ビョウ・ボウ・たな,Ver.006.01
棚,MJ014060,U+68DA,12,ホウ・たな,Ver.006.01
棛,MJ014061,U+68DB,12,イク,Ver.006.01
棜,MJ014062,U+68DC,12,ヨ・オ,Ver.006.01
棝,MJ014063,U+68DD,12,コ・ク,Ver.006.01
棞,MJ014064,U+68DE,12,コン,Ver.006.01
棟,MJ014065,U+68DF,12,トウ・ツ・むね・むな,Ver.006.01
棠,MJ014066,U+68E0,12,トウ・ドウ・やまなし,Ver.006.01
棡,MJ014067,U+68E1,12,コウ,Ver.006.01
棢,MJ014068,U+68E2,12,ボウ・モウ,Ver.006.01
棣,MJ014069,U+68E3,12,テイ・ジ・ダイ・チ・タイ・デ,Ver.006.01
棤,MJ014070,U+68E4,12,セキ・シャク・サク,Ver.006.01
棥,MJ014071,U+68E5,12,ハン・ボン,Ver.006.01
棦,MJ014072,U+68E6,12,ソウ・ショウ,Ver.006.01
棧,MJ014074,U+68E7,12,サン・ゼン・シン・ジン・かけはし,Ver.006.01
棨,MJ014075,U+68E8,12,ケイ・ケン・たてやり・てがた・ほこ・わりふ,Ver.006.01
棩,MJ014076,U+68E9,12,エン,Ver.006.01
棪,MJ014077,U+68EA,12,エン・セン,Ver.006.01
棫,MJ014078,U+68EB,12,ヨク・イキ・イク,Ver.006.01
棬,MJ014079,U+68EC,12,ケン・ゲン・カン,Ver.006.01
棭,MJ014080,U+68ED,12,エキ・ヤク,Ver.006.01
森,MJ014081,U+68EE,12,シン・もり,Ver.006.01
棯,MJ014082,U+68EF,12,ジン・ニン・デン・ネン・シン,Ver.006.01
棰,MJ014083,U+68F0,12,スイ・タ・つえ・たるき,Ver.006.01
棱,MJ014084,U+68F1,12,チョウ・リョウ・ロウ・かど,Ver.006.01
棲,MJ014085,U+68F2,12,セイ・サイ・すむ,Ver.006.01
棳,MJ014086,U+68F3,12,セツ・セチ,Ver.006.01
棴,MJ014087,U+68F4,12,フク・ブク・ソク,Ver.006.01
棵,MJ014088,U+68F5,12,カ・カン・ガン,Ver.006.01
棶,MJ014089,U+68F6,12,ライ,Ver.006.01
棷,MJ014090,U+68F7,12,サイ・セ・シュウ・ソウ・シュ,Ver.006.01
棸,MJ014091,U+68F8,12,シュウ・シュ・チュウ・ジュ,Ver.006.01
棹,MJ014092,U+68F9,12,トウ・タク・ジョウ・ジョク・さお・こぐ,Ver.006.01
棺,MJ014093,U+68FA,12,カン・ひつぎ,Ver.006.01
棻,MJ014094,U+68FB,11,フン,Ver.006.01
棻󠄂,MJ014095,U+68FB,12,フン,Ver.006.01
棼,MJ014096,U+68FC,12,フン・ブン・あさぬの・たかどの・みだす・みだれる・むなぎ,Ver.006.01
棽,MJ014097,U+68FD,12,チン・シン・リン,Ver.006.01
棾,MJ014098,U+68FE,12,ケイ・ギョウ,Ver.006.01
棿,MJ014099,U+68FF,12,ゲイ・ゲチ・ゲツ・くびき,Ver.006.01
椀,MJ014100,U+6900,12,ワン・はち,Ver.006.01
椁,MJ014101,U+6901,12,カク,Ver.006.01
椂,MJ014102,U+6902,12,ロク,Ver.006.01
椃,MJ014104,U+6903,12,コウ,Ver.006.01
椄,MJ014106,U+6904,12,セツ・ショウ・ジョウ,Ver.006.01
椅,MJ014107,U+6905,12,イ,Ver.006.01
椆,MJ014108,U+6906,12,チュウ・ジュ・シュウ・キュウ・ク,Ver.006.01
椇󠄂,MJ014110,U+6907,12,キョ・ク・コ,Ver.006.01
椇,MJ014111,U+6907,12,キョ・ク,Ver.006.01
椈,MJ014112,U+6908,12,キク・コク,Ver.006.01
椉,MJ014113,U+6909,12,ジョウ,Ver.006.01
椊,MJ014114,U+690A,12,ソツ・ソチ・サツ・サチ・スイ,Ver.006.01
椋,MJ014115,U+690B,12,リョウ・むく,Ver.006.01
椌,MJ014116,U+690C,12,コウ・キョウ・ク,Ver.006.01
椌󠄂,MJ014117,U+690C,12,コウ・キョウ・ク,Ver.006.01
植,MJ014118,U+690D,12,ショク・ジ・ジキ・シ・チ・チョク・うえる・うわる・たてる,Ver.006.01
椎,MJ014120,U+690E,12,ツイ・ズイ・スイ・しい・つち・うつ,Ver.006.01
椏,MJ014121,U+690F,12,ア・また,Ver.006.01
椐,MJ014122,U+6910,12,キョ・コ,Ver.006.01
椑,MJ014123,U+6911,12,ヘイ・ヒ・ヘキ・ベイ・ビャク・ハイ・バイ,Ver.006.01
椒,MJ014124,U+6912,12,ショウ・はじかみ,Ver.006.01
椓,MJ014125,U+6913,12,タク・チョ・うつ,Ver.006.01
椔,MJ014126,U+6914,12,シ,Ver.006.01
椔󠄁,MJ014127,U+6914,13,シ,Ver.006.01
椕,MJ014128,U+6915,12,ヒン,Ver.006.01
椖,MJ014129,U+6916,12,ホウ,Ver.006.01
椗,MJ014131,U+6917,12,テイ,Ver.006.01
椘,MJ014132,U+6918,12,ソ,Ver.006.01
椙,MJ014133,U+6919,12,すぎ,Ver.006.01
椚,MJ014134,U+691A,12,くぬぎ・くのぎ,Ver.006.01
椛,MJ014135,U+691B,11,かば・もみじ,Ver.006.01
椛󠄂,MJ014136,U+691B,12,かば・もみじ,Ver.006.01
椛󠄃,MJ014137,U+691B,11,かば,Ver.006.01
検,MJ014138,U+691C,12,ケン・しらべる,Ver.006.01
椡,MJ014139,U+6921,12,くぬぎ,Ver.006.01
椢,MJ014140,U+6922,12,くにぎ・くぬぎ,Ver.006.01
椣,MJ014141,U+6923,12,しで,Ver.006.01
椥,MJ014142,U+6925,12,なぎ,Ver.006.01
椦,MJ014143,U+6926,12,,Ver.006.01
椦󠄂,MJ014144,U+6926,12,,Ver.006.01
椧,MJ014145,U+6927,12,はば,Ver.006.01
椨,MJ014146,U+6928,12,たぶ,Ver.006.01
椪,MJ014147,U+692A,12,はえ・ぽん,Ver.006.01
椯,MJ014148,U+692F,13,タ・スイ・セン・ゼン,Ver.006.01
椰,MJ014149,U+6930,13,ヤ・やし,Ver.006.01
椰󠄃,MJ014150,U+6930,13,ヤ・やし,Ver.006.01
椱,MJ014151,U+6931,13,フク・ブク・ブ・フウ・カ・ひさぎ・えのき,Ver.006.01
椲,MJ014152,U+6932,13,イ・キ,Ver.006.01
椳,MJ014154,U+6933,13,ワイ・エ・ガ・ガイ・ゲ,Ver.006.01
椴,MJ014155,U+6934,13,ダン・タン・とど,Ver.006.01
椵,MJ014156,U+6935,13,カ・ケ・ゲ,Ver.006.01
椶,MJ014157,U+6936,13,ソウ・ス・シュ,Ver.006.01
椷,MJ014158,U+6937,13,カン・ゴン,Ver.006.01
椸,MJ014159,U+6938,13,イ,Ver.006.01
椹,MJ014160,U+6939,13,チン・シン・ジン・あてぎ・くわのみ・さわら,Ver.006.01
椹󠄂,MJ014161,U+6939,13,チン・シン・ジン・あてぎ・くわのみ・さわら,Ver.006.01
椺,MJ014162,U+693A,13,ケキ・ギャク,Ver.006.01
椻,MJ014163,U+693B,13,エン,Ver.006.01
椼,MJ014164,U+693C,13,エン,Ver.006.01
椽,MJ014165,U+693D,13,テン・デン・たるき,Ver.006.01
椽󠄃,MJ014166,U+693D,13,テン・デン・たるき,Ver.006.01
椽󠄄,MJ014167,U+693D,13,テン・たるき,Ver.006.01
椾,MJ014168,U+693E,13,セン,Ver.006.01
椿,MJ014169,U+693F,13,チン・チュン・つばき,Ver.006.01
楀,MJ014170,U+6940,13,ウ・ク,Ver.006.01
楁,MJ014171,U+6941,13,カク・ギャク,Ver.006.01
楂,MJ014172,U+6942,13,サ・ジャ・いかだ,Ver.006.01
楃,MJ014173,U+6943,13,アク,Ver.006.01
楄,MJ014174,U+6944,13,ヘン・ベン,Ver.006.01
楅,MJ014175,U+6945,13,ヒョク・ヒキ・フク,Ver.006.01
楆󠄂,MJ014176,U+6946,13,ヨウ,Ver.006.01
楆,MJ014177,U+6946,13,ヨウ,Ver.006.01
楇,MJ014178,U+6947,13,カ・ガ・ケ,Ver.006.01
楈,MJ014179,U+6948,13,ショ・ソ・サン,Ver.006.01
楉,MJ014180,U+6949,12,ジャク・ニャク,Ver.006.01
楉󠄂,MJ014181,U+6949,13,ジャク・ニャク,Ver.006.01
楊,MJ014182,U+694A,13,ヨウ・やなぎ,Ver.006.01
楋,MJ014183,U+694B,13,ラツ,Ver.006.01
楌,MJ014184,U+694C,13,ガン・ゲン,Ver.006.01
楍,MJ014185,U+694D,13,ホン,Ver.006.01
楎,MJ014186,U+694E,13,ゴン・コン・キ・クン・からすき,Ver.006.01
楏,MJ014187,U+694F,13,ケイ・ケ,Ver.006.01
楐,MJ014188,U+6950,13,カイ,Ver.006.01
楑,MJ014189,U+6951,13,キ・ギ,Ver.006.01
楒,MJ014190,U+6952,13,シ,Ver.006.01
楓,MJ014191,U+6953,13,フウ・フ・ヘン・ハン・ホン・かえで,Ver.006.01
楔󠄂,MJ014192,U+6954,13,セツ・セチ・ケツ・ケチ・カツ・カチ・くさび,Ver.006.01
楔,MJ014193,U+6954,13,セツ・セチ・ケツ・ケチ・カツ・カチ・くさび,Ver.006.01
楔󠄃,MJ014194,U+6954,13,セツ・くさび,Ver.006.01
楕,MJ014195,U+6955,13,ダ・タ,Ver.006.01
楖󠄀,MJ014196,U+6956,13,シツ・シチ,Ver.006.01
楖,MJ014197,U+6956,13,シツ・シチ・くし・くしけずる,Ver.006.01
楗,MJ014198,U+6957,13,ケン・ガン・ゴン・かんぬき,Ver.006.01
楗󠄂,MJ014199,U+6957,13,ケン・かんぬき,Ver.006.01
楘,MJ014200,U+6958,13,ボク・モク,Ver.006.01
